"X60mins","X240mins","X480mins","X720mins","X1440mins","X2160mins","X3600mins"
"AT1G09590",108.126,85.59,77.304,71.551,53.797,38.048,29.328
"AT1G19770",69.586,77.245,83.841,90.999,102.833,116.96,150.156
"AT2G05990",108.24,112.183,113.159,109.802,71.698,58.806,51.204
"AT2G24020",85.942,76.776,75.661,64.078,35.94,25.223,18.114
"AT2G23090",111.479,125.76,133.087,144.834,142.609,165.072,195.007
"AT3G48140",438.701,461.562,465.687,478.524,420.369,416.853,408.195
"AT1G53210",191.66,233.919,236.315,229.771,206.351,246.885,276.638
"AT1G04480",100.393,77.713,75.5,60.98,39.008,30.322,27.969
"AT3G11930",75.457,90.081,96.163,114.706,142.219,145.183,133.048
"AT5G57900",20.081,23.76,27.761,30.857,51.919,75.256,89.447
"AT4G38740",122.862,86.967,83.412,75.412,48.745,53.194,45.973
"AT3G45730",19.239,30.557,42.41,56.45,73.562,89.097,86.108
"AT4G14720",18.554,27.797,35.461,41.338,67.276,89.476,79.621
"AT1G29970",20.49,29.721,35.784,43.883,58.706,74.613,97.98
"AT5G62350",168.638,161.219,161.147,139.859,140.584,117.554,92.423
"AT2G05310",90.695,76.643,63.547,55.454,34.478,25.626,16.966
"AT3G22620",65.204,75.011,70.222,74.971,125.164,126.66,112.282
"AT1G10140",10.037,23.079,26.138,34.363,53.779,70.502,84.953
"AT4G03210",82.487,54.991,37.138,31.154,15.819,10.252,6.299
"AT5G16470",77.145,83.846,95.051,104.839,113.554,134.863,152.772
"AT2G04570",111.948,53.719,55.421,48.648,41.419,33.306,31.891
"AT4G38932",34.082,48.518,56.727,65.903,78.95,96.353,111.281
"AT3G04790",79.026,66.935,56.376,43.194,18.838,14.308,11.833
"AT3G02230",109.363,101.79,100.166,98.543,71.728,55.694,39.089
"AT3G11120",96.227,65.84,63.019,50.127,34.761,26.916,17.584
"AT4G33110",95.087,42.531,35.75,31.056,24.184,20.176,15.114
"AT5G05100",45.535,60.45,68.312,79.005,98.844,110.876,117.417
"AT5G18380",203.179,167.734,175.166,170.589,131.073,129.756,141.913
"AT2G33150",187.675,195.873,202.38,184.022,219.663,224.201,261.19
"AT3G24830",185.859,147.21,140.634,145.13,126.895,107.149,109.084
"AT1G58270",143.733,133.452,126.202,110.873,110.499,95.516,63.323
"AT1G34030",113.177,96.232,90.957,82.058,56.159,48.361,42.814
"AT5G08690",130.146,117.816,119.215,117.931,90.809,73.53,59.778
"AT1G29400",33.659,63.181,73.737,77.537,105.342,106.111,102.457
"AT4G25640",97.565,78.971,74.868,58.934,43.848,34.566,22.454
"AT1G68530",273.01,199.358,203.75,194.909,230.656,227.995,223.503
"AT4G26080",35.225,52.135,59.133,66.111,101.239,103.877,93.729
"AT3G06070",131.203,75.538,75.932,69.365,65.207,52.965,52.521
"AT1G45474",83.596,69.296,52.374,39.535,21.667,17.215,16.259
"AT2G35260",101.293,61.956,55.151,44.863,31.784,25.291,27.753
"AT5G59870",79.213,60.724,61.147,56.493,26.556,17.785,8.055
"AT1G78670",61.438,63.978,74.171,78.981,115.131,117.666,121.491
"AT5G56550",45.466,85.917,98.873,96.849,108.184,126.494,118.782
"AT5G11450",84.871,72.335,58.33,44.931,29.408,19.526,15.715
"AT5G11770",88.433,91.123,101.681,107.916,126.218,148.637,153.827
"AT3G09440",119.227,47.18,46.157,46.364,53.061,47.915,60.866
"AT4G34670",212.191,177.436,167.317,176.077,169.841,142.826,129.323
"AT4G12420",178.49,156.178,145.199,137.576,106.338,115.352,110.858
"AT1G08510",91.291,99.1,111.993,122.809,137.488,162.046,151.968
"AT4G27260",52.859,53.131,64.562,76.742,83.904,109.534,120.474
"AT1G30750",59.448,71.886,68.072,58.373,105.148,116.041,117.28
"AT1G29470",111.08,100.188,94.81,82.632,63.314,50.134,41.278
"AT3G57300",23.944,26.705,30.308,34.254,64.421,78.027,86.962
"AT1G70780",163.357,139.822,145.241,127.259,112.297,101.915,87.51
"AT5G46290",100.309,107.448,97.461,90.229,59.828,48.808,44.786
"AT5G46250",55.796,63.457,74.051,80.642,101.153,110.873,127.815
"AT3G45030",102.355,80.143,68.114,64.668,49.153,36.748,24.983
"AT2G47590",80.697,65.772,56.995,50.081,26.682,17.935,9.995
"AT4G00100",152.844,135.807,127.959,124.999,101.222,88.676,81.337
"AT2G30860",104.344,97.231,97.666,80.184,54.085,52.54,38.916
"AT1G01100",141.046,110.566,105.608,111.514,83.67,69.195,68.799
"AT5G14040",156.132,148.4,146.635,141.704,110.571,100.435,91.537
"AT2G43400",19.276,34.27,42.258,50.025,71.448,79.904,91.681
"AT5G04530",162.377,164.8,160.486,148.919,101.865,120.331,114.054
"AT2G25970",54.612,58.934,65.45,71.375,99.617,116.88,112.466
"AT1G15740",51.75,66.308,82.148,85.049,106.739,116.075,122.255
"AT1G67750",92.085,58.424,51.225,40.828,28.695,24.091,14.059
"AT1G41880",99.687,73.54,61.017,57.436,40.939,29.923,25.196
"AT2G36620",95.508,78.429,69.946,69.508,46.74,32.493,23.021
"AT5G58200",49.502,53.994,57.569,66.665,94.158,104.591,112.499
"AT2G45980",43.996,57.635,69.648,73.038,93.12,104.785,116.588
"AT2G34860",85.546,80.661,62.025,55.478,38.003,26.16,18.055
"AT4G27520",102.819,55.563,53.281,46.077,44.075,31.148,21.062
"AT4G36250",135.815,101.882,91.966,80.053,72.888,62.632,62.466
"AT5G23740",131.865,102.542,95.834,88.288,81.005,61.678,54.447
"ATCG01080",28.413,55.899,68.546,108.594,91.972,61.049,59.188
"AT3G51550",105.866,130.824,137.348,145.969,152.347,159.202,189.897
"AT5G01750",72.801,89.931,97.379,115.175,134.651,133.707,140.601
"AT4G13830",15.363,34.023,34.613,39.29,62.799,76.761,86.889
"AT5G64840",119.308,60.364,55.128,55.306,53.364,40.353,51.062
"AT1G68560",70.323,113.692,128.136,145.099,141.466,140.733,121.233
"AT3G21200",93.992,76.702,60.284,50.41,34.291,29.014,24.846
"AT3G04920",110.677,87.761,83.162,71.508,53.162,44.978,39.064
"AT4G21105",98.869,88.904,84.32,68.361,47.638,39.964,33.694
"AT5G52650",111.892,89.287,84.68,80.374,66.059,47.965,36.058
"AT4G40030",166.957,198.022,195.138,197.002,203.888,217.433,251.613
"AT1G42960",148.115,149.52,143.207,132.215,104.559,94.106,91.686
"AT1G18080",171.049,144.28,142.707,141.483,112.899,104.984,100.209
"AT3G15356",96.85,92.023,117.654,92.107,68.474,60.879,41.27
"AT3G49120",13.293,15.026,22.795,24.371,42.416,54.922,83.923
"AT1G13990",10.191,11.479,15.134,19.963,47.826,61.492,71.187
"AT2G40300",93.688,93.886,81.715,69.573,54.48,42.738,27.707
"AT1G66280",94.927,80.392,62.176,57.115,39.312,39.013,20.977
"ATCG01100",33.574,71.269,83.938,115.661,96.436,69.671,72.055
"AT4G21810",36.605,46.491,49.591,58.566,75.603,86.243,108.924
"AT2G35680",47.248,57.792,63.353,71.683,85.77,107.227,115.222
"AT5G48900",95.967,90.086,110.692,113.862,87.417,71.111,39.273
"AT4G25260",52.715,81.807,109.018,126.893,90.464,86.843,62.377
"AT2G33040",180.738,168.921,169.206,159.017,142.784,124.51,112.013
"AT2G34620",68.102,51.192,41.498,26.898,8.61,5.615,1.894
"AT3G48680",42.567,50.805,56.314,59.659,75.223,89.226,115.344
"AT4G20150",108.921,99.12,101.442,88.025,61.779,51.359,48.641
"AT4G36648",82.665,112.097,129.782,117.667,151.738,157.637,117.93
"AT1G27400",132.557,108.581,101.444,102.341,92.544,68.617,56.672
"AT1G65930",271.793,337.005,347.657,320.067,296.613,306.234,309.619
"AT2G40610",157.036,186.035,207.348,224.488,204.068,200.11,158.972
"AT2G47700",40.55,58.043,64.473,76.854,102.439,106.561,98.984
"AT5G47200",148.428,128.469,121.255,112.279,88.021,80.646,86.742
"AT2G31610",138.079,114.653,105.863,100.451,84.339,71.865,66.424
"AT1G52300",166.058,133.05,137.731,146.522,110.631,100.801,98.629
"AT1G08830",195.967,177.374,194.177,175.972,149.636,148.707,129.45
"AT5G38520",71.529,66.737,49.559,38.496,21.819,12.677,9.318
"AT3G49910",182.04,141.43,144.369,143.767,130.368,113.486,104.531
"AT2G26670",86.965,104.65,112.657,112.743,125.552,141.749,163.206
"AT5G18660",67.808,53.617,38.896,28.976,10.675,6.139,2.019
"AT5G56140",35.428,49.941,59.624,60.251,70.501,83.91,112.906
"AT3G53740",136.449,116.892,114.302,106.163,78.273,72.239,73.71
"AT2G25210",98.257,85.307,82.507,68.682,45.596,37.683,36.294
"AT3G49720",103.817,86.691,81.597,69.091,52.196,40.496,37.026
"AT3G23490",41.419,47.677,53.588,57.881,78.36,94.605,107.151
"AT1G70710",54.689,70.201,80.08,94.386,112.224,98.561,41.829
"AT2G02760",54.286,61.308,66.511,73.697,93.457,105.861,121.619
"AT1G61740",99.55,118.504,135.499,127.143,140.848,164.235,171.25
"AT3G23530",82.752,32.915,25.606,22.358,16.875,11.895,9.766
"AT4G24750",79.144,70.255,62.302,49.529,32.574,21.247,14.197
"AT5G44790",41.882,55.649,57.695,62.633,77.911,92.73,114.534
"AT1G80780",48.564,56.247,56.846,65.973,84.052,99.157,115.121
"AT3G62410",85.594,42.714,29.623,21.174,16.251,17.15,19.11
"AT5G19760",120.261,112.043,107.081,101.919,79.375,66.946,54.617
"AT1G01550",81.466,88.623,96.168,100.766,106.933,127.102,153.504
"AT2G27530",167.011,137.462,136.055,126.108,114.603,98.774,95.546
"AT5G64620",129.596,87.948,67.381,59.444,61.711,64.794,70.991
"AT1G03900",82.301,93.971,102.781,112.092,127.641,141.53,149.22
"AT1G55210",84.505,59.492,51.669,41.132,29.349,20.962,12.197
"AT3G23030",193.951,173.924,210.846,229.899,218.748,245.535,234.424
"AT4G27700",79.368,52.483,44.222,30.446,17.206,13.825,11.614
"AT1G49032",16.601,27.239,33.27,38.188,43.886,58.511,91.921
"AT3G06700",151.955,120.166,116.469,124.374,116.519,90.749,74.751
"AT4G18730",140.061,110.948,110.389,104.459,86.864,75.349,67.805
"AT3G12580",96.969,32.871,27.023,27.779,44.464,38.434,57.427
"AT3G62700",39.506,53.288,56.732,65.306,92.972,97.252,101.85
"AT1G03600",153.793,140.548,125.632,132.809,114.54,98.884,82.49
"AT1G57660",99.634,78.589,68.806,66.252,46.868,34.639,31.946
"AT2G41680",92.598,75.728,56.578,47.248,34.801,29.063,28.493
"AT5G39520",3.666,2.663,4.559,6.698,33.092,43.325,64.359
"AT4G39730",81.543,68.387,70.031,56.526,34.688,25.277,18.466
"AT4G02370",30.934,42.963,47.83,57.344,65.909,84.364,101.214
"AT3G19390",19.65,37.084,53.671,79.365,85.369,79.722,61.062
"AT2G26900",78.342,80.507,63.936,47.334,32.342,25.348,22.724
"AT5G14180",16.059,17.72,18.671,21.943,49.588,53.344,79.406
"AT1G21000",21.663,32.147,36.073,40.586,64.478,73.892,87.531
"AT4G13530",33.312,38.24,42.965,47.945,64.388,80.345,99.315
"AT3G57410",41.407,47.394,49.533,53.772,63.55,79.275,111.251
"AT2G02710",34.883,59.347,64.084,70.586,85.811,95.758,107.117
"AT1G70410",110.432,94.487,84.413,81.157,63.333,52.864,40.693
"AT5G17170",71.725,52.671,41.68,30.628,13.988,10.735,6.034
"AT4G15780",64.512,74.418,87.809,101.437,125.224,120.361,120.942
"AT3G13920",197.019,177.584,180.315,178.14,174.849,179.423,242.351
"AT1G55310",25.483,24.48,29.841,36.098,55.376,82.138,75.313
"AT1G78290",7.663,7.206,8.996,11.471,24.909,37.936,72.552
"AT2G30440",72.979,88.767,92.914,91.983,106.277,121.698,145.266
"AT3G20340",23.201,45.101,49.254,51.513,74.483,78.208,94.113
"AT1G71695",98.485,116.733,130.468,138.779,157.596,170.209,132.485
"AT4G08685",100.477,88.213,77.477,74.483,55.276,46.233,33.029
"AT5G25350",32.149,55.047,65.305,70.88,69.88,85.929,109
"AT2G16280",120.041,90.019,85.73,74.203,55.002,57.046,55.425
"AT1G14400",116.441,138.538,144.986,155.348,171.476,173.934,185.944
"AT4G35790",58.15,74.805,85.346,90.127,115.609,119.733,117.812
"AT5G46180",24.543,26.273,32.463,34.52,61.151,72.401,82.888
"AT5G39570",236.381,238,241.906,233.655,212.647,197.038,180.198
"AT5G45775",83.719,61.131,58.754,51.364,28.849,24.034,17.811
"AT5G22500",48.21,98.195,112.758,122.195,99.852,85.569,87.157
"AT1G13930",124.033,68.011,69.403,55.71,73.389,63.226,53.641
"AT1G14345",75.468,41.261,32.651,25.619,13.92,9.84,7.486
"AT3G19450",87.169,38.855,32.591,25.508,23.169,23.682,18.201
"AT1G22300",146.066,142.685,143.226,147.683,110.713,102.945,91.87
"AT1G75690",68.459,62.005,47.254,37.376,22.079,12.614,8.034
"AT2G33450",88.496,94.145,75.08,79.545,73.38,46.069,28.195
"AT5G28500",83.079,70.22,57.248,51.201,33.443,23.557,20.82
"AT3G17020",73.273,97.792,115.912,122.092,125.314,130.745,145.373
"AT1G77330",34.725,46.418,70.887,92.097,91.259,94.825,75.909
"AT3G21090",71.904,79.48,88.53,86.696,118.94,121.636,131.738
"AT3G01540",102.543,122.698,130.135,144.659,162.01,157.558,167.114
"AT1G70490",94.569,91.352,90.261,79.896,48.754,46.634,42.158
"AT4G23870",62.915,77.218,107.294,118.526,122.774,120.866,90.756
"AT1G26580",49.978,58.498,66.691,63.325,95.188,107.63,103.338
"AT5G48810",143.796,160.034,162.939,154.4,124.197,117.621,101.889
"AT2G31400",124.052,120.617,97.118,84.977,73.044,65.404,73.969
"AT4G07825",45.249,59.221,56.962,66.055,95.364,100.638,101.257
"AT4G24190",101.81,99.471,81.885,77.225,61.983,48.999,41.775
"AT4G04840",67.279,17.202,11.607,7.75,2.594,2.396,1.32
"ATCG00150",36.514,69.338,78.927,105.349,103.057,85.809,70.087
"AT1G66180",65.664,88.483,95.281,100.248,105.675,125.031,136.583
"AT3G46030",120.054,115.518,118.193,111.169,83.716,75.478,63.322
"AT2G37750",21.534,27.366,35.5,41.91,48.487,67.066,88.012
"AT5G57290",99.497,86.075,83.076,77.493,53.035,44.124,38.991
"AT3G55280",90.664,72.149,63.759,53.749,42.132,30.329,25.89
"AT5G47040",129.428,113,130.434,132.269,173.831,165.017,116.527
"AT3G27090",125.101,116.324,130.27,133.275,156.103,165.439,178.939
"AT1G09140",50.447,45.629,53.13,51.245,77.112,94.823,101.705
"AT3G14660",63.326,71.779,78.912,83.209,115.191,121.27,111.078
"AT1G53320",41.529,56.766,66.281,73.235,92.882,100.834,101.9
"AT4G35830",74.032,96.025,107.864,112.831,123.32,132.307,143.241
"AT1G75380",60.705,107.093,103.546,100.407,111.355,123.828,134.094
"AT1G02640",107.864,137.194,110.016,109.659,94.028,82.023,64.987
"AT1G70620",39.135,47.096,49.55,54.377,87.69,95.617,85.14
"AT1G22840",107.239,91.715,88.847,83.438,67.909,50.181,44.108
"AT4G24050",10.673,18.292,24.896,30.221,62.538,66.818,57.067
"AT3G48460",76.266,46.346,38.331,28.587,22.738,16.844,6.569
"AT2G20920",20.534,28.602,29.104,33.337,48.855,62.429,84.835
"AT2G02050",86.383,76.576,73.173,63.241,39.301,33.166,30.099
"AT5G14120",54.82,75.833,77.584,82.687,88.609,100.885,128.083
"AT1G50200",81.235,82.236,81.244,83.941,108.389,120.315,137.187
"AT1G64740",28.083,33.114,34.992,42.023,54.763,67.927,91.663
"AT4G29410",106.76,85.968,77.216,76.073,63.453,48.131,39.668
"AT3G03470",9.209,8.428,8.718,10.82,24.683,45.047,66.604
"AT5G14240",56.989,65.434,76.729,79.565,87.323,104.202,123.341
"AT4G30470",95.685,38.796,38.779,32.415,37.706,33.437,34.44
"AT3G12630",116.798,130.083,144.702,148.94,143.495,160.766,188.041
"AT2G21160",100.368,88.906,87.802,77.578,56.598,48.53,41.477
"AT4G16450",91.043,85.333,80.552,67.939,47.907,41.391,35.002
"AT5G05170",198.282,172.221,165.304,156.113,135.212,136.349,143.506
"AT4G13340",48.301,37.204,35.927,45.558,58.987,68.352,100.649
"AT1G14740",39.166,48.642,58.639,64.74,82.981,84.632,103.632
"AT5G44650",95.73,73.559,62.528,51.911,45.034,37.471,30.273
"AT5G07030",57.386,66.628,83.059,106.324,94.524,92.717,43.497
"AT1G26850",144.316,139.014,137.625,127.919,103.162,93.403,92.708
"AT3G14770",24.715,12.494,12.485,15.784,28.394,40.88,75.782
"AT1G54740",14.822,28.985,36.971,43.338,47.475,59.156,85.168
"AT2G15695",18.098,27.142,31.668,38.769,59.692,68.212,77.325
"AT5G08670",188.002,180.721,184.153,185.963,184.673,157.933,127.041
"AT5G53160",53.114,75.034,91.139,87.629,100.669,112.836,118.864
"AT4G17530",157.825,113.65,117.462,109.96,94.275,91.471,98.994
"AT4G10300",60.148,57.303,40.67,28.049,12.154,9.159,7.534
"AT3G13670",38.865,40.3,42.492,47.681,65.023,80.418,96.079
"AT2G16600",215.347,194.495,204.575,192.248,175.603,174.893,147.596
"AT1G27310",110.047,112.413,121.237,128.733,129.181,150.978,172.612
"AT1G48830",101.005,84.86,79.642,73.21,56.817,47.225,37.806
"AT1G76590",7.065,13.997,16.212,19.118,42.305,52.066,65.717
"AT4G12880",96.207,74.834,73.91,77.126,60.748,47.397,27.926
"AT5G01240",17.502,28.545,32.441,35.782,53.706,67.565,78.695
"AT2G27385",128.877,192.767,193.432,177.089,181.202,183.167,165.072
"AT2G25080",105.603,125.951,138.816,146.159,160.924,163.633,166
"AT2G41840",288.323,258.428,259.286,263.015,265.938,237.716,218.055
"AT3G49010",117.594,96.107,90.536,93.644,73.583,61.579,53.065
"AT5G51010",88.148,74.542,67.351,64.321,42.742,35.163,27.683
"AT1G76450",89.897,77.626,68.45,59.764,48.709,35.07,28.98
"AT1G76010",74.559,75.953,77.65,79.263,85.761,103.2,135.423
"AT5G18600",32.615,42.526,45.679,51.281,87.361,83.907,77.285
"AT5G60600",98.538,95.481,83.68,74.303,55.29,46.338,47.103
"AT4G15630",84.209,42.658,36.715,30.991,24.944,22.111,19.995
"AT1G75680",96.081,86.938,77.035,67.963,50.856,46.175,36.734
"AT3G25910",39.529,53.831,60.846,67.436,87.978,93.353,98.445
"AT4G36360",82.581,55.472,54.121,49.327,37.454,26.203,14.898
"AT1G21830",33.06,46.875,46.025,53.143,72.993,81.042,94.5
"AT1G18540",103.625,84.951,75.841,76.129,58.981,45.503,41.981
"AT3G61110",151.798,131.832,125.679,132.23,112.859,95.875,88.942
"AT1G04400",79.15,91.351,98.446,94.826,112.757,127.152,142.304
"AT5G24530",12.528,13.377,16.789,20.813,40.293,49.806,70.15
"AT5G22880",86.657,85.206,83.019,83.75,62.212,50.407,29.749
"AT4G28240",49.962,61.612,66.626,82.166,88.793,106.897,106.329
"AT1G03610",18.651,29.118,37.332,45.546,61.401,72.141,76.572
"AT3G18890",65.59,50.347,39.197,35.783,18.291,9.938,5.469
"AT5G20700",127.612,132.063,132.551,134.678,161.037,175.93,177.524
"AT4G16680",9.573,10.913,15.607,17.595,47.689,57.678,56.067
"AT1G19660",46.621,66.849,74.656,77.04,99.042,104.864,104.82
"AT3G26710",74.16,51.231,46.099,34.614,23.767,16.458,12.108
"AT3G44990",88.21,102.286,102.255,97.832,83.101,56.296,48.634
"AT5G59910",146.156,130.21,132.03,136.689,104.924,99.643,87.969
"AT2G36120",79.464,96.133,104.696,98.744,63.235,67.818,44.918
"AT1G55360",104.468,87.357,79.275,67.988,52.248,52.691,43.853
"AT1G06400",44.035,46.391,51.319,60.111,78.861,93.291,95.104
"AT1G66670",87.053,77.76,65.023,52.562,42.328,31.537,32.521
"AT2G31810",40.487,75.884,86.694,94.923,102.917,101.219,95.416
"AT4G25500",27.386,36.861,42.84,47.579,71.802,78.673,81.753
"ATCG00300",41.968,77.463,91.448,105.606,106.114,79.648,80.19
"AT2G26210",26.953,32.449,36.652,42.068,64.287,75.805,80.09
"AT5G03850",89.887,67.317,63.357,54.349,39.54,32.049,29.672
"AT1G17880",156.177,134.791,118.896,119.679,126.18,101.446,89.516
"AT3G05950",1.889,4.803,5.396,9.294,32.689,44.324,54.925
"AT5G59880",243.214,225.336,242.393,233.001,204.743,194.509,193.569
"AT1G09200",65.046,51.871,55.319,49.584,27.136,17.102,7.817
"AT1G50250",80.55,59.046,49.582,41.739,29.547,21.581,21.491
"AT3G56240",91.245,95.609,95.172,81.779,67.87,57.512,38.727
"AT2G04520",113.322,98.226,98.981,88.657,64.195,62.395,58.638
"AT3G24430",66.698,62.435,52.56,43.312,28.894,19.227,10.617
"AT1G52190",137.463,164.63,192.474,191.982,160.043,170.703,142.593
"AT5G44130",71.92,62.913,67.322,51.923,33.939,29.349,15.301
"AT2G47320",83.577,88.04,82.041,67.978,50.635,43.602,34.043
"AT1G05260",130.764,92.941,110.423,109.433,117.698,97.841,63.216
"AT5G07470",36.409,45.21,49.642,51.633,71.416,84.834,93.369
"AT5G23860",109.82,127.48,138.408,138.975,100.238,103.398,81.375
"AT1G09560",67.337,71.623,77.092,92.118,103.887,109.691,124.834
"AT4G16760",108.369,125.623,142.025,151.474,160.702,142.18,104.037
"AT5G48110",27.545,35.296,40.778,44.965,65.721,77.433,81.938
"AT5G45930",60.282,51.923,39.578,28.654,13.159,8.623,6.798
"AT5G27860",38.526,44.178,50.992,54.312,69.828,87.001,94.138
"AT1G14700",80.586,50.612,43.261,35.938,27.734,23.967,16.142
"AT1G25275",47.156,104.5,103.319,109.328,85.81,80.593,96.083
"AT4G25370",78.855,73.816,69.308,61.001,39.466,32.099,26.626
"AT1G79245",152.396,117.382,130.553,105.275,119.605,137.154,166.779
"AT4G21870",66.794,36.544,32.625,19.273,10.139,7.55,9.681
"ATCG01090",25.22,52.418,63.39,94.398,75.68,56.981,57.484
"AT5G18640",31.209,41.554,46.904,48.103,64.901,78.952,90.016
"AT2G21530",67.937,58.514,48.876,39.814,23.072,16.654,13.504
"AT5G02810",22.495,11.224,15.616,21.268,42.82,50.15,69.06
"AT2G30490",127.075,82.697,79.089,72.078,64.648,68.48,71.959
"AT4G01690",96.591,89.798,75.803,69.483,51.21,44.487,45.125
"AT5G10360",202.617,171.334,169.446,181.014,164.595,148.186,137.647
"AT3G47070",67.757,57.45,45.584,36.574,22.288,16.548,11.997
"AT1G19540",13.558,24.225,36.55,38.412,58.521,61.822,71.642
"AT4G09040",80.365,68.556,59.743,51.834,36.306,29.242,23.704
"AT2G35410",80.52,72.008,67.832,62.983,46.867,31.584,25.195
"AT4G12550",44.261,65.154,67.769,62.729,20.737,32.624,18.807
"AT5G62700",224.051,238.625,227.713,232.846,222.028,213.315,174.938
"AT3G20390",100.014,90.019,91.097,89.079,68.013,61.552,40.998
"AT5G47770",108.356,112.371,109.991,101.722,73.656,76.321,60.8
"AT5G48385",64.974,69.335,67.997,72.809,97.817,101.916,118.465
"AT1G20260",123.055,119.075,121.126,112.372,92.851,81.933,70.961
"AT4G00810",66.886,62.345,54.549,46.679,28.346,18.687,15.447
"AT1G07770",121.696,105.837,111.014,99.439,86.983,73.17,63.409
"ATCG00650",23.998,50.023,55.942,90.208,53.827,41.345,34.978
"AT4G30960",197.738,154.779,146.046,137.385,135.721,146.33,152.757
"AT4G25170",89.183,106.995,107.257,104.232,117.044,125.17,155.317
"AT2G27720",98.194,82.291,80.204,72.704,53.725,47.153,41.319
"AT5G60340",46.407,49.109,58.398,59.944,75.191,87.006,103.232
"AT5G47210",156.966,126.078,123.504,126.503,109.837,95.088,98.751
"AT4G25830",102.138,71.564,71.083,65.22,55.916,47.261,37.23
"AT5G20270",115.928,68.027,62.221,60.721,60.862,58.175,58.127
"AT5G66390",86.648,103.37,101.124,84.815,113.712,133.908,137.248
"AT1G21310",97.327,109.468,98.442,109.605,114.972,96.562,52.567
"AT3G32930",68.085,78.303,68.445,59.575,41.95,31.178,23.776
"AT4G00720",41.376,41.998,43.499,51.934,57.279,72.624,98.101
"AT4G18030",88.994,64.493,63.016,58.287,40.358,34.806,29.389
"AT1G56190",60.998,62.119,59.6,55.245,29.564,22.919,13.093
"AT2G31350",26.275,33.175,37.656,42.978,61.63,69.755,81.918
"AT1G15340",58.88,63.13,64.392,70.041,97.393,99.941,108.489
"AT3G28180",103.864,88.667,103.058,101.699,72.176,67.675,51.256
"AT3G25530",66.996,63.224,59.91,48.953,30.537,22.866,16.303
"AT2G27030",82.142,77.262,72.671,59.861,40.648,37.368,32.081
"AT5G09880",40.684,42.522,48.932,48.355,74.601,79.495,92.291
"AT1G74880",122.878,104.724,106.263,114.868,131.781,118.409,67.776
"AT3G60340",47.373,63.694,68.974,72.37,92.788,100.064,102.269
"AT5G13120",75.835,70.949,63.431,61.819,39.933,31.164,23.459
"AT2G40060",117.947,138.277,132.805,144.303,168.184,170.743,167.48
"AT5G52840",81.425,77.673,82.051,77.419,49.809,42.655,34.224
"AT1G21920",55.481,59.401,69.675,76.047,83.369,101.934,110.019
"AT2G47110",172.814,143.681,134.007,150.355,138.136,116.728,112.159
"AT1G64860",70.189,48.858,42.484,34.604,21.958,14.245,14.009
"AT1G11430",90.769,78.851,70.462,63.807,50.323,38.769,36.162
"AT3G18035",29.351,42.438,46.428,52.444,77.505,86.081,69.412
"AT5G35740",58.894,49.497,36.248,30.25,18.841,9.082,3.335
"AT4G27720",76.171,47.813,47.858,39.892,29.4,19.491,16.309
"AT1G45976",22.047,25.44,27.827,31.952,46.047,59.36,77.101
"AT4G37510",75.289,66.981,55.813,47.151,34.255,24.535,23.011
"AT3G54500",87.251,39.073,38.097,54.441,65.441,63.097,88.594
"AT1G30630",99.134,85.882,81.233,74.434,59.377,50.506,42.248
"AT3G17000",23.541,27.754,29.807,35.655,54.1,63.564,76.583
"AT5G53490",104.738,134.56,129.425,121.338,94.523,85.901,86.567
"AT3G14595",24.266,25.657,29.066,35.916,48.942,59.954,78.37
"AT1G71880",75.103,47.873,38.428,34.371,24.064,17.481,18.484
"AT4G27870",51.299,61.447,70.604,72.729,100.439,98.903,99.607
"AT3G49790",29.259,44.915,49.257,52.338,62.22,74.026,90.743
"AT1G32560",20.149,13.704,15.165,22.659,45.715,53.065,63.42
"AT5G65430",188.917,213.135,235.609,246.774,218.383,237.523,239.582
"AT5G03880",71.457,77.68,80.593,69.147,48.434,36.24,31.895
"AT5G19530",16.435,27.114,29.043,31.576,41.521,58.987,73.999
"AT3G09500",154.548,129.47,125.443,126.925,121.604,107.903,89.474
"AT5G56750",45.668,65.09,64.667,70.715,83.412,85.529,108.548
"AT1G49500",16.449,31.359,35.328,41.895,51.565,61.636,76.016
"AT2G32230",61.983,50.508,34.12,27.684,18.635,11.261,9.074
"AT5G05965",7.226,29.373,28.37,35.767,66.218,56.482,49.059
"AT5G56100",33.717,40.875,46.785,54.709,77.115,77.587,82.731
"AT1G53560",24.66,28.297,29.044,36.428,56.998,67.005,71.822
"AT5G03760",69.871,36.639,38.511,31.785,19.57,17.291,9.779
"AT1G01140",91.403,74.596,73.28,64.782,62.013,43.451,32.696
"AT4G00430",108.667,80.926,74.853,71.375,55.451,54.943,53.209
"AT3G56340",120.726,99.864,92.822,100.612,92.505,75.732,58.517
"AT2G27830",39.7,57.762,70.391,68.801,92.748,94.865,83.675
"AT3G02540",60.615,76.427,88.958,98.466,113.979,115.329,98.708
"AT5G19250",105.177,82.022,80.184,68.608,63.029,58.505,43.725
"AT3G11940",180.173,157.626,159.84,158.247,138.837,128.6,125.071
"AT2G33340",51.514,55.675,60.137,66.058,76.618,81.634,108.874
"AT5G05080",67.64,75.623,88.682,96.551,114.752,115.754,113.805
"AT5G63570",71.34,66.196,61.316,52.459,31.501,26.965,24.796
"AT5G58420",132.176,116.442,109.773,107.306,102.763,84.251,73.332
"AT1G43560",60.495,51.602,39.596,29.076,15.906,11.851,12.108
"AT1G25450",85.631,40.531,38.555,35.579,31.029,30.498,31.521
